Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік,Примітки
"ПАТ КБ ""Приватбанк""",поточний рахунок,26041053203743,0,"Блок Петра Порошенка ""Солідарність""",Миколаївська обласна організація,26029188,Миколаївська область,2019-06-30,2,2019,соціальний
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009053718941,"1689,91","Блок Петра Порошенка ""Солідарність""",Луганська обласна організація,39825996,Луганська область,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26043053705040,0,"Блок Петра Порошенка ""Солідарність""",Луганська обласна організація,39825996,Луганська область,2019-06-30,2,2019,для соціальних виплат
"ПАТ КБ ""Приватбанк""",поточний рахунок,26002050282114,"317,24","Блок Петра Порошенка ""Солідарність""",Дніпропетровська обласна організація,39795490,Дніпропетровська область,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26044050222897,0,"Блок Петра Порошенка ""Солідарність""",Дніпропетровська обласна організація,39795490,Дніпропетровська область,2019-06-30,2,2019,рахунок для соцiальних виплат       
"АБ ""Укргазбанк""",поточний рахунок,26003924420903,"4196,32","Блок Петра Порошенка ""Солідарність""",Івано-Франківська обласна організація,39655372,Івано-Франківська область,2019-06-30,2,2019,поточний
"АБ ""Укргазбанк""",поточний рахунок,26042903290223,0,"Блок Петра Порошенка ""Солідарність""",Івано-Франківська обласна організація,39655372,Івано-Франківська область,2019-06-30,2,2019,ФСС з ТВП
"АТ ""Ощадбанк"" ",поточний рахунок,26004300644298,0,"Блок Петра Порошенка ""Солідарність""",Дніпровська міська організація,41146881,Дніпропетровська область,2019-06-30,2,2019,поточний
"АТ ""Ощадбанк"" ",поточний рахунок,26048300644298,0,"Блок Петра Порошенка ""Солідарність""",Дніпровська міська організація,41146881,Дніпропетровська область,2019-06-30,2,2019,соціальний
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005050304679,"942,15","Блок Петра Порошенка ""Солідарність""",Дніпровська міська організація,41146881,Дніпропетровська область,2019-06-30,2,2019,поточний
"ПАТ КБ ""Приватбанк""",поточний рахунок,26044050219770,0,"Блок Петра Порошенка ""Солідарність""",Дніпровська міська організація,41146881,Дніпропетровська область,2019-06-30,2,2019,соціальний
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004051416683,"349,9","Блок Петра Порошенка ""Солідарність""",Чернігівська обласна організація,39742680,Чернігівська область,2019-06-30,2,2019,Поточний
"ПАТ КБ ""Приватбанк""",поточний рахунок,26053051416968,0,"Блок Петра Порошенка ""Солідарність""",Чернігівська обласна організація,39742680,Чернігівська область,2019-06-30,2,2019,Картковий рахунок
"ПАТ КБ ""Приватбанк""",поточний рахунок,26044051405513,0,"Блок Петра Порошенка ""Солідарність""",Чернігівська обласна організація,39742680,Чернігівська область,2019-06-30,2,2019,Для соціальних виплат
"ПАТ КБ ""Приватбанк""",поточний рахунок,26002052912613,"951,15","Блок Петра Порошенка ""Солідарність""",Кіровоградська обласна організація,39697790,Кіровоградська область,2019-06-30,2,2019,поточний
"ПАТ КБ ""Приватбанк""",поточний рахунок,26100052902581,60000,"Блок Петра Порошенка ""Солідарність""",Кіровоградська обласна організація,39697790,Кіровоградська область,2019-06-30,2,2019,строковий депозит
"ПАТ КБ ""Приватбанк""",поточний рахунок,2600305295881,7000,"Блок Петра Порошенка ""Солідарність""",Кіровоградська обласна організація,39697790,Кіровоградська область,2019-06-30,2,2019,поточний депозит
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007052927788,20000,"Блок Петра Порошенка ""Солідарність""",Кіровоградська обласна організація,39697790,Кіровоградська область,2019-06-30,2,2019,поточний депозит
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004054634768,0,"Блок Петра Порошенка ""Солідарність""",Кременчуцька міська організація,39957532,Полтавська область,2019-06-30,2,2019,
"ПАТ ""Комінвестбанк""",поточний рахунок,26006015000808,"119,56","Блок Петра Порошенка ""Солідарність""",Закарпатська обласна організація,39950317,Закарпатська область,2019-06-30,2,2019,поточний
"ПАТ ""Комінвестбанк""",поточний рахунок,26040015000808,0,"Блок Петра Порошенка ""Солідарність""",Закарпатська обласна організація,39950317,Закарпатська область,2019-06-30,2,2019,поточний для отримання цільових коштів
"АБ ""Укргазбанк""",поточний рахунок,26000212002144,0,"Блок Петра Порошенка ""Солідарність""",Полтавська міська організація,39962153,Полтавська область,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009054713048,"2776,13","Блок Петра Порошенка ""Солідарність""",Рівненська обласна організація,39757256,Рівненська область,2019-06-30,2,2019,поточний рахунок
"ПАТ КБ ""Приватбанк""",поточний рахунок,26043054707946,0,"Блок Петра Порошенка ""Солідарність""",Рівненська обласна організація,39757256,Рівненська область,2019-06-30,2,2019,Соцстрах.
"ПАТ КБ ""Приватбанк""",поточний рахунок,26046054702335,0,"Блок Петра Порошенка ""Солідарність""",Рівненська обласна організація,39757256,Рівненська область,2019-06-30,2,2019,Соцстрах
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009055016910,"507,92","Блок Петра Порошенка ""Солідарність""",Сумська обласна організація,39587135,Сумська область,2019-06-30,2,2019,
"АБ ""Укргазбанк""",поточний рахунок,26000279199,"1317,85","Блок Петра Порошенка ""Солідарність""",Полтавська обласна організація,26090791,Полтавська область,2019-06-30,2,2019,
"АБ ""Укргазбанк""",поточний рахунок,26045903291382,0,"Блок Петра Порошенка ""Солідарність""",Полтавська обласна організація,26090791,Полтавська область,2019-06-30,2,2019,соціальний
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009055114295,"2598,05","Блок Петра Порошенка ""Солідарність""",Тернопільська обласна організація,39614425,Тернопільська область,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26041055102340,0,"Блок Петра Порошенка ""Солідарність""",Тернопільська обласна організація,39614425,Тернопільська область,2019-06-30,2,2019,
"ПАТ ""Мегабанк""",поточний рахунок,2600912063,"865,62","Блок Петра Порошенка ""Солідарність""",Харківська обласна організація,39740347,Харківська область,2019-06-30,2,2019,
"ПАТ ""Мегабанк""",поточний рахунок,2600420063,"253,19","Блок Петра Порошенка ""Солідарність""",Харківська обласна організація,39740347,Харківська область,2019-06-30,2,2019,
"АБ ""Укргазбанк""",поточний рахунок,26001266059,"46291,81","Блок Петра Порошенка ""Солідарність""",Херсонська обласна організація,39438699,Херсонська область,2019-06-30,2,2019,
"ПАТ ""Укрсоцбанк""",поточний рахунок,26001011576381,0,"Блок Петра Порошенка ""Солідарність""",Хмельницька обласна організація,39545645,Хмельницька область,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009052321812,"174,6","Блок Петра Порошенка ""Солідарність""",Хмельницька обласна організація,39545645,Хмельницька область,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26048052305907,0,"Блок Петра Порошенка ""Солідарність""",Хмельницька обласна організація,39545645,Хмельницька область,2019-06-30,2,2019,
"ПАТ ""МІБ""",поточний рахунок,26006020316815,"6514,86","Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,Поточний
"ПАТ ""МІБ""",поточний рахунок,26049010316815,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,Соціальний
"ПАТ ""МІБ""",рахунок виборчого фонду кандидата,26416030316815,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,Поточний
"АТ ""Ощадбанк"" ",рахунок виборчого фонду кандидата,26432500244990,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 11"
"ПАТ ""МІБ""",рахунок виборчого фонду кандидата,26431010526882,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 12"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26434055301572,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 13"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26438055302823,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 14"
"АТ ""Ощадбанк"" ",рахунок виборчого фонду кандидата,26434500725569,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 16"
"АТ ""Ощадбанк"" ",рахунок виборчого фонду кандидата,26434500407263,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 17"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26439055500131,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 19"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26432055500525,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 20"
"АТ ""Банк інвестицій та заощаджень""",рахунок виборчого фонду кандидата,2643309832101,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 22"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26438055501089,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 23"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26431050500672,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 24"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26432050500109,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 25"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26437050000143,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 26"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26437050500933,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 27"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26432050000966,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 29"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26437053500373,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 31"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26436053500868,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 32"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26433053500526,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 33"
"АТ ""Ощадбанк"" ",рахунок виборчого фонду кандидата,26431500524941,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 34"
"АТ ""Ощадбанк"" ",рахунок виборчого фонду кандидата,26431500524941,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 35"
"АТ ""Ощадбанк"" ",рахунок виборчого фонду кандидата,26431500733936,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 36"
"АТ ""Ощадбанк"" ",рахунок виборчого фонду кандидата,26436500834340,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 45"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26432053600908,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 47"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,264330053600253,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 48"
"АТ ""Ощадбанк"" ",рахунок виборчого фонду кандидата,26435500735893,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 49"
"АТ ""Ощадбанк"" ",рахунок виборчого фонду кандидата,264335500621811,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 52"
"АТ ""Ощадбанк"" ",рахунок виборчого фонду кандидата,26432500731652,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 57"
"АТ ""Ощадбанк"" ",рахунок виборчого фонду кандидата,26438500729301,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 58"
"АТ ""Ощадбанк"" ",рахунок виборчого фонду кандидата,26430500958502,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 67"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26436053800254,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 69"
"АТ ""Ощадбанк"" ",рахунок виборчого фонду кандидата,26430000000,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 70"
"АТ ""Райффайзен банк Аваль""",рахунок виборчого фонду кандидата,264311000009,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 73"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26431055700251,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 74"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26439055700769,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 75"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26439055700662,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 76"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26432055700982,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 77"
"АТ ""Ощадбанк"" ",рахунок виборчого фонду кандидата,26438500732786,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 79"
"АТ ""Ощадбанк"" ",рахунок виборчого фонду кандидата,26436500802986,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 81"
"АТ ""Райффайзен банк Аваль""",рахунок виборчого фонду кандидата,264381000014,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 82"
"АТ ""Укрексімбанк""",рахунок виборчого фонду кандидата,26438020000002,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 83"
"АТ ""Ощадбанк"" ",рахунок виборчого фонду кандидата,26432500726813,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 84"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26433052500201,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 86"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26433052500546,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 87"
"АТ ""Ощадбанк"" ",рахунок виборчого фонду кандидата,9336500,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 89"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26431053000688,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 90"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26438053000528,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 93"
"АТ ""Ощадбанк"" ",рахунок виборчого фонду кандидата,26435500701035,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 95"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26431053000279,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 96"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26430053000270,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 97"
"АБ ""Укргазбанк""",рахунок виборчого фонду кандидата,26439924415571,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 103"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26437053700059,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 112"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26437053701188,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 113"
"АТ ""Райффайзен банк Аваль""",рахунок виборчого фонду кандидата,264351000014,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 116"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26430053700449,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 119"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26437053700077,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 121"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26439053700525,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 122"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26438053700247,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 123"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26439053200013,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 128"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26435053201016,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 129"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26430053200863,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 130"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26436053200663,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 131"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26431053200862,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 132"
"ПАТ ""Банк Восток""",рахунок виборчого фонду кандидата,26438010284786,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 133"
"ПАТ ""Банк Восток""",рахунок виборчого фонду кандидата,26439010358417,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 134"
"ПАТ ""Банк Восток""",рахунок виборчого фонду кандидата,26432020289904,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 135"
"ПАТ ""Банк Восток""",рахунок виборчого фонду кандидата,26437010336516,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 136"
"АТ ""Райффайзен банк Аваль""",рахунок виборчого фонду кандидата,264381000010,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 138"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26430054200089,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 144"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26438052200252,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 145"
"АБ ""Укргазбанк""",рахунок виборчого фонду кандидата,26430924415592,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 146"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26436054200793,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 147"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26438054200467,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 149"
"АБ ""Укргазбанк""",рахунок виборчого фонду кандидата,26438924415624,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 150"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26433054200343,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 151"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26437054700399,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 153"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26437055000985,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 158"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26435055000802,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 159"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26434055000290,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 160"
"АТ ""Ощадбанк"" ",рахунок виборчого фонду кандидата,26439500887813,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 161"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26435055000802,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 162"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26439055100523,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 163"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26437055100785,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 164"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26439055100589,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 165"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26434055101981,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 167"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,2643905210013,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 168"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26435052100337,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 170"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26432052100277,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 172"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26436052100790,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 174"
"АТ ""Ощадбанк"" ",рахунок виборчого фонду кандидата,26439500566548,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 176"
"АТ ""Райффайзен банк Аваль""",рахунок виборчого фонду кандидата,264321000005,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 180"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26434052100844,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 181"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26434052200632,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 183"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26438052200092,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 186"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26431051501388,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 194"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26436051501190,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 195"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26431051500419,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 196"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26431051500721,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-09-30,3,2019,"Поточний, округ № 197"
