Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
"АТ ""МІБ""",Вкладний (депозитний) рахунок,UA193805820000026106070318161,170000.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ВІННИЦЬКА ТЕРИТОРІАЛЬНА організація,39508645,Вінницька обл.,2022-12-31,4,2022
"АТ ""МІБ""",Рахунок для соц. виплат,UA483805820000026047010318161,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ВІННИЦЬКА ТЕРИТОРІАЛЬНА організація,39508645,Вінницька обл.,2022-12-31,4,2022
"АКЦІОНЕРНЕ ТОВАРИСТВО ""МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК""",Поточний рахунок,UA203805820000026004010329245,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ДНІПРОПЕТРОВСЬКА ТЕРИТОРІАЛЬНА організація,39795490,Дніпропетровська обл.,2022-12-31,4,2022
 АКЦІОНЕРНЕ ТОВАРИСТВО КОМЕРЦІЙНИЙ БАНК «ПРИВАТБАНК»,Поточний рахунок,UA493052990000026002050282114,6401.18,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ДНІПРОПЕТРОВСЬКА ТЕРИТОРІАЛЬНА організація,39795490,Дніпропетровська обл.,2022-12-31,4,2022
 АКЦІОНЕРНЕ ТОВАРИСТВО КОМЕРЦІЙНИЙ БАНК «ПРИВАТБАНК»,Рахунок для соціальних виплат,UA103052990000026044050222897,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ДНІПРОПЕТРОВСЬКА ТЕРИТОРІАЛЬНА організація,39795490,Дніпропетровська обл.,2022-12-31,4,2022
" АКЦІОНЕРНЕ ТОВАРИСТВО ""ПЕРШИЙ УКРАЇНСЬКИЙ МІЖНАРОДНИЙ БАНК""",Поточний рахунок,UA063348510000000026002106070,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ДНІПРОПЕТРОВСЬКА ТЕРИТОРІАЛЬНА організація,39795490,Дніпропетровська обл.,2022-12-31,4,2022
"ПАТКБ ""ПРИВАТБАНК""",Поточний рахунок,UA473052990000026009021701638,22197.73,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,МИКОЛАЇВСЬКА ТЕРИТОРІАЛЬНА організація,26029188,Миколаївська обл.,2022-12-31,4,2022
"ПАТКБ ""ПРИВАТБАНК""",Соціальний,UA763052990000026046021701022,4458.89,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,МИКОЛАЇВСЬКА ТЕРИТОРІАЛЬНА організація,26029188,Миколаївська обл.,2022-12-31,4,2022
АТ КБ Приватбанк,Поточний рахунок,UA133052990000026005050304679,722.52,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ДНІПРОВСЬКА МІСЬКА організація,41146881,Дніпропетровська обл.,2022-12-31,4,2022
АТ КБ Приватбанк,Соціальний,UA493052990000026044050219770,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ДНІПРОВСЬКА МІСЬКА організація,41146881,Дніпропетровська обл.,2022-12-31,4,2022
"АТ""УКРЕКСІМБАНК""",Поточний рахунок,UA473223130000026008000043431,1319.71,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЗАКАРПАТСЬКА ТЕРИТОРІАЛЬНА організація,39950317,Закарпатська обл.,2022-12-31,4,2022
АБ Укргазбанк,Поточний рахунок,UA973204780000000026001266059,21444.21,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ХЕРСОНСЬКА ТЕРИТОРІАЛЬНА організація,39438699,Херсонська обл.,2022-12-31,4,2022
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA463052990000026006000700288,1817.46,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,РІВНЕНСЬКА ТЕРИТОРІАЛЬНА організація,39757256,Рівненська обл.,2022-12-31,4,2022
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA913052990000026049040701301,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,РІВНЕНСЬКА ТЕРИТОРІАЛЬНА організація,39757256,Рівненська обл.,2022-12-31,4,2022
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA113052990000026046000700237,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,РІВНЕНСЬКА ТЕРИТОРІАЛЬНА організація,39757256,Рівненська обл.,2022-12-31,4,2022
"Головне управління по місту Києву та Київської області АТ ""Ощадбанк""",Поточний рахунок,UA273226690000026006300913474,13259.21,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Донецька Територіальна організація,39645186,Донецька обл.,2022-12-31,4,2022
"Головне управління по місту Києву та Київської області АТ ""Ощадбанк""",Рахунок для соціальних виплат,UA493226690000026040300913474,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Донецька Територіальна організація,39645186,Донецька обл.,2022-12-31,4,2022
Акціонерний банк Південний,Поточний рахунок,UA453282090000026006010004725,18256.38,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ВОЛИНСЬКА ТЕРИТОРІАЛЬНА організація,39402400,Волинська обл.,2022-12-31,4,2022
Акціонерний банк Південний,Рахунок для соціальних виплат,UA673282090000026040010004725,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ВОЛИНСЬКА ТЕРИТОРІАЛЬНА організація,39402400,Волинська обл.,2022-12-31,4,2022
АТ Укрексімбанк,спец рахунок фсс твп,UA533223130000026045000008600,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЗАПОРІЗЬКА ТЕРИТОРІАЛЬНА організація,39434317,Запорізька обл.,2022-12-31,4,2022
АТ Укрексімбанк,Поточний рахунок,UA523223130000026008000005026,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЗАПОРІЗЬКА ТЕРИТОРІАЛЬНА організація,39434317,Запорізька обл.,2022-12-31,4,2022
АБ Укргазбанк,Поточний рахунок,UA713204780000026004924902691,36203.93,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЗАПОРІЗЬКА ТЕРИТОРІАЛЬНА організація,39434317,Запорізька обл.,2022-12-31,4,2022
"Акціонерний банк""Південний""",Поточний рахунок,UA103282090000026006000012415,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ХМЕЛЬНИЦЬКА ТЕРИТОРІАЛЬНА організація,39545645,Хмельницька обл.,2022-12-31,4,2022
"Акціонерний банк""Південний""",Поточний рахунок(для ФСС),UA553282090000026047000002354,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ХМЕЛЬНИЦЬКА ТЕРИТОРІАЛЬНА організація,39545645,Хмельницька обл.,2022-12-31,4,2022
"АКЦІОНЕРНЕ ТОВАРИСТВО ""МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК""",Поточний рахунок,UA023805820000026006020316815,1196534.31,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Центральний офіс,21715714,Україна,2022-12-31,4,2022
"АКЦІОНЕРНЕ ТОВАРИСТВО ""МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК""",Рахунок для соціальних виплат,UA223805820000026049010316815,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Центральний офіс,21715714,Україна,2022-12-31,4,2022
"АКЦІОНЕРНЕ ТОВАРИСТВО ""МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК""",Рахунок для отримання коштів з державного бюджету на фінансування статутної діяльності,UA163805820000026009050316815,29357519.88,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Центральний офіс,21715714,Україна,2022-12-31,4,2022
"АКЦІОНЕРНЕ ТОВАРИСТВО ""МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК""","Рахунок для відшкодування витрат пов""язаних з фінансуванням передвиборчої агітації",UA763805820000026008040316815,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Центральний офіс,21715714,Україна,2022-12-31,4,2022
"АКЦІОНЕРНЕ ТОВАРИСТВО ""МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК""",Поточний рахунок,UA183805820000026000060316815,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Центральний офіс,21715714,Україна,2022-12-31,4,2022
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA853375460000026009055016910,2814.60,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,СУМСЬКА ТЕРИТОРІАЛЬНА організація,39587135,Сумська обл.,2022-09-30,3,2022
"АТ КБ ""ПРИВАТБАНК""",Рахунок для соцiальних виплат,UA353375460000026042055006794,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,СУМСЬКА ТЕРИТОРІАЛЬНА організація,39587135,Сумська обл.,2022-09-30,3,2022
АТ КБ Приватбанк,Поточний рахунок,UA133052990000026005050304679,553.54,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ДНІПРОВСЬКА МІСЬКА організація,41146881,Дніпропетровська обл.,2022-09-30,3,2022
АТ КБ Приватбанк,Соціальний,UA493052990000026044050219770,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ДНІПРОВСЬКА МІСЬКА організація,41146881,Дніпропетровська обл.,2022-09-30,3,2022
"ПАТ АБ ""Укргазбанк""",Поточний рахунок,UA133204780000026003924420903,7354.15,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Івано-Франківська територіальна організація,39655372,Івано-Франківська обл.,2022-09-30,3,2022
"ПАТ АБ ""Укргазбанк""",ФСС з ТВП,UA693204780000026042903290223,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Івано-Франківська територіальна організація,39655372,Івано-Франківська обл.,2022-09-30,3,2022
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA423052990000026006005100474,7235.44,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,КІРОВОГРАДСЬКА ТЕРИТОРІАЛЬНА організація,39697790,Кіровоградська обл.,2022-09-30,3,2022
"АТ КБ ""ПРИВАТБАНК""",Вкладний (депозитний) рахунок,UA813052990000026109045100137,90000.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,КІРОВОГРАДСЬКА ТЕРИТОРІАЛЬНА організація,39697790,Кіровоградська обл.,2022-09-30,3,2022
АТ КБ ПРИВАТБАНК,Рахунок для соціальних виплат,UA323052990000026046006301124,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЧЕРНІГІВСЬКА ТЕРИТОРІАЛЬНА організація,39742680,Чернігівська обл.,2022-09-30,3,2022
АТ КБ ПРИВАТБАНК,Поточний рахунок,UA623052990000026004006302109,18804.71,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЧЕРНІГІВСЬКА ТЕРИТОРІАЛЬНА організація,39742680,Чернігівська обл.,2022-09-30,3,2022
АТ КБ ПРИВАТБАНК,Поточний рахунок,UA663052990000026003026212388,50003.31,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Харківська територіальна організація,39740347,Харківська обл.,2022-09-30,3,2022
АТ КБ ПРИВАТБАНК,Поточний рахунок,UA483052990000026043046207708,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Харківська територіальна організація,39740347,Харківська обл.,2022-09-30,3,2022
АТ КБ Приватбанк,Поточний рахунок,UA973052990000026001016223129,10953.04,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ПОЛТАВСЬКА ТЕРИТОРІАЛЬНА організація,26090791,Полтавська обл.,2022-09-30,3,2022
АТ КБ Приватбанк,Рахунок для соціальних виплат,UA873052990000026040006206054,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ПОЛТАВСЬКА ТЕРИТОРІАЛЬНА організація,26090791,Полтавська обл.,2022-09-30,3,2022
АБ Укргазбанк,Поточний рахунок,UA693204780000026045903291382,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ПОЛТАВСЬКА ТЕРИТОРІАЛЬНА організація,26090791,Полтавська обл.,2022-09-30,3,2022
АБ Укргазбанк,Рахунок для соціальних виплат,UA963204780000000026000279199,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ПОЛТАВСЬКА ТЕРИТОРІАЛЬНА організація,26090791,Полтавська обл.,2022-09-30,3,2022
АБ Приватбанк,Поточний рахунок,UA063052990000026001001203347,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Кременчуцька міська організація,39957532,Полтавська обл.,2022-09-30,3,2022
АТ КБ ПРИВАТБАНК,Поточний рахунок,UA943052990000026003026808822,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Територіальна організація в місті Києві,39154804,м.Київ,2022-09-30,3,2022
АТ КБ ПРИВАТБАНК,Рахунок для соціальних виплат,UA763052990000026045006800013,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Територіальна організація в місті Києві,39154804,м.Київ,2022-09-30,3,2022
АТ МІБ,Поточний рахунок,UA093805820000026009010329273,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Територіальна організація в місті Києві,39154804,м.Київ,2022-09-30,3,2022
АТ Укргазбанк,Поточний рахунок,UA313204780000026000212002144,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ПОЛТАВСЬКА МІСЬКА організація,39962153,Полтавська обл.,2022-09-30,3,2022
АТ КБ Приватбанк,Поточний рахунок,UA583047950000026009053718941,63.32,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЛУГАНСЬКА ТЕРИТОРІАЛЬНА організація,39825996,Луганська обл.,2022-09-30,3,2022
АТ КБ Приватбанк,Рахунок для соціальних виплат,UA173047950000026043053705040,1354.84,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЛУГАНСЬКА ТЕРИТОРІАЛЬНА організація,39825996,Луганська обл.,2022-09-30,3,2022
"ПАТ""МІБ""",Поточний рахунок,UA503805820000026000010325931,85408.74,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,КИЇВСЬКА ТЕРИТОРІАЛЬНА організація,39495516,м.Київ,2022-09-30,3,2022
"ПАТ""МІБ""",соц виплати,UA103805820000026044010325931,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,КИЇВСЬКА ТЕРИТОРІАЛЬНА організація,39495516,м.Київ,2022-09-30,3,2022
"АТ ""Міжнародний інвестиційний банк""",Поточний рахунок,UA243805820000026004010318212,1015.86,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЛЬВІВСЬКА ТЕРИТОРІАЛЬНА організація,39702118,Львівська обл.,2022-09-30,3,2022
"АТ ""Міжнародний інвестиційний банк""",Соціальний рахунок,UA813805820000026048010318212,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЛЬВІВСЬКА ТЕРИТОРІАЛЬНА організація,39702118,Львівська обл.,2022-09-30,3,2022
"АТ КБ ""Приватбанк"" відділення ""Гранд"" Тернопільської філії",Поточний рахунок,UA273387830000026009055114295,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ТЕРНОПІЛЬСЬКА ТЕРИТОРІАЛЬНА організація,39614425,Тернопільська обл.,2022-09-30,3,2022
"АТ КБ ""Приватбанк"" відділення ""Гранд"" Тернопільської філії",Рахунок для соціальних виплат,UA113387830000026041055102340,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ТЕРНОПІЛЬСЬКА ТЕРИТОРІАЛЬНА організація,39614425,Тернопільська обл.,2022-09-30,3,2022
"АТ КБ ""Приватбанк"" відділення ""Тернопільське №6""",Поточний рахунок,UA313052990000026008013307580,5848.62,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ТЕРНОПІЛЬСЬКА ТЕРИТОРІАЛЬНА організація,39614425,Тернопільська обл.,2022-09-30,3,2022
"АТ КБ ""Приватбанк"" відділення ""Тернопільське №6""",Рахунок для соціальних виплат,UA223052990000026047013302342,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ТЕРНОПІЛЬСЬКА ТЕРИТОРІАЛЬНА організація,39614425,Тернопільська обл.,2022-09-30,3,2022
Публiчне акцiонерне товариство Акцiонерний банк ''УКРГАЗБАНК'',Поточний рахунок,UA153204780000000026001266565,237.64,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Чернівецька Територіальна організація,39692702,Чернівецька обл.,2022-09-30,3,2022
Публiчне акцiонерне товариство Акцiонерний банк ''УКРГАЗБАНК'',Рахунок для соціальних виплат,UA803204780000026043924920021,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Чернівецька Територіальна організація,39692702,Чернівецька обл.,2022-09-30,3,2022
Державний ощадний банк України ПАТ ФІЛІЯ Житомирське ОУ ТБВ № 10005/066,Поточний рахунок,UA133116470000026000300890814,10616.52,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЖИТОМИРСЬКА ТЕРИТОРІАЛЬНА організація,39682762,Житомирська обл.,2022-09-30,3,2022
Державний ощадний банк України ПАТ ФІЛІЯ Житомирське ОУ ТБВ № 10005/066,Для соціальних виплат,UA703116470000026044300890814,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЖИТОМИРСЬКА ТЕРИТОРІАЛЬНА організація,39682762,Житомирська обл.,2022-09-30,3,2022
"ПАТ ""Банк Восток""",Поточний рахунок,UA933071230000026003010325274,151.52,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ОДЕСЬКА ТЕРИТОРІАЛЬНА організація,39607381,Одеська обл.,2022-09-30,3,2022
"ПАТ ""Банк Восток""",Рахунок для соціальних виплат,UA533071230000026047010325274,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ОДЕСЬКА ТЕРИТОРІАЛЬНА організація,39607381,Одеська обл.,2022-09-30,3,2022
"АКЦІОНЕРНЕ ТОВАРИСТВО ""МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК""",Поточний рахунок,UA203805820000026004010329245,41.99,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ДНІПРОПЕТРОВСЬКА ТЕРИТОРІАЛЬНА організація,39795490,Дніпропетровська обл.,2022-09-30,3,2022
 АКЦІОНЕРНЕ ТОВАРИСТВО КОМЕРЦІЙНИЙ БАНК «ПРИВАТБАНК»,Поточний рахунок,UA493052990000026002050282114,6503.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ДНІПРОПЕТРОВСЬКА ТЕРИТОРІАЛЬНА організація,39795490,Дніпропетровська обл.,2022-09-30,3,2022
 АКЦІОНЕРНЕ ТОВАРИСТВО КОМЕРЦІЙНИЙ БАНК «ПРИВАТБАНК»,Рахунок для соціальних виплат,UA103052990000026044050222897,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ДНІПРОПЕТРОВСЬКА ТЕРИТОРІАЛЬНА організація,39795490,Дніпропетровська обл.,2022-09-30,3,2022
" АКЦІОНЕРНЕ ТОВАРИСТВО ""ПЕРШИЙ УКРАЇНСЬКИЙ МІЖНАРОДНИЙ БАНК""",Поточний рахунок,UA063348510000000026002106070,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ДНІПРОПЕТРОВСЬКА ТЕРИТОРІАЛЬНА організація,39795490,Дніпропетровська обл.,2022-09-30,3,2022
АТ КБ ПРИВАТБАНК,Соціальні виплати,UA393052990000026041041601408,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЧЕРКАСЬКА ТЕРИТОРІАЛЬНА організація,39602603,Черкаська обл.,2022-09-30,3,2022
АТ КБ ПРИВАТБАНК,Поточний рахунок,UA573052990000026003011602895,3361.51,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЧЕРКАСЬКА ТЕРИТОРІАЛЬНА організація,39602603,Черкаська обл.,2022-09-30,3,2022
"АТ ""МІБ""",Поточний рахунок,UA883805820000026003010318161,7101.13,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ВІННИЦЬКА ТЕРИТОРІАЛЬНА організація,39508645,Вінницька обл.,2022-09-30,3,2022
"АТ ""МІБ""",Поточний рахунок,UA283805820000026004020318161,8804.61,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ВІННИЦЬКА ТЕРИТОРІАЛЬНА організація,39508645,Вінницька обл.,2022-09-30,3,2022
"АТ ""МІБ""",Вкладний (депозитний) рахунок,UA193805820000026106070318161,170000.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ВІННИЦЬКА ТЕРИТОРІАЛЬНА організація,39508645,Вінницька обл.,2022-09-30,3,2022
"АТ ""МІБ""",Рахунок для соц. виплат,UA483805820000026047010318161,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ВІННИЦЬКА ТЕРИТОРІАЛЬНА організація,39508645,Вінницька обл.,2022-09-30,3,2022
"ПАТКБ ""ПРИВАТБАНК""",Поточний рахунок,UA473052990000026009021701638,19509.13,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,МИКОЛАЇВСЬКА ТЕРИТОРІАЛЬНА організація,26029188,Миколаївська обл.,2022-09-30,3,2022
"ПАТКБ ""ПРИВАТБАНК""",Соціальний,UA763052990000026046021701022,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,МИКОЛАЇВСЬКА ТЕРИТОРІАЛЬНА організація,26029188,Миколаївська обл.,2022-09-30,3,2022
"АТ""УКРЕКСІМБАНК""",Поточний рахунок,UA473223130000026008000043431,857.72,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЗАКАРПАТСЬКА ТЕРИТОРІАЛЬНА організація,39950317,Закарпатська обл.,2022-09-30,3,2022
АБ Укргазбанк,Поточний рахунок,UA973204780000000026001266059,21674.21,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ХЕРСОНСЬКА ТЕРИТОРІАЛЬНА організація,39438699,Херсонська обл.,2022-09-30,3,2022
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA463052990000026006000700288,21621.11,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,РІВНЕНСЬКА ТЕРИТОРІАЛЬНА організація,39757256,Рівненська обл.,2022-09-30,3,2022
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA913052990000026049040701301,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,РІВНЕНСЬКА ТЕРИТОРІАЛЬНА організація,39757256,Рівненська обл.,2022-09-30,3,2022
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA113052990000026046000700237,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,РІВНЕНСЬКА ТЕРИТОРІАЛЬНА організація,39757256,Рівненська обл.,2022-09-30,3,2022
Головне управління по місту Києву та Київській області АТ Ощадбанк,Поточний рахунок,UA273226690000026006300913474,16599.77,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Донецька Територіальна організація,39645186,Донецька обл.,2022-09-30,3,2022
Головне управління по місту Києву та Київській області АТ Ощадбанк,Рахунок для соціальних виплат,UA493226690000026040300913474,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Донецька Територіальна організація,39645186,Донецька обл.,2022-09-30,3,2022
Акціонерний банк Південний,Поточний рахунок,UA453282090000026006010004725,18480.90,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ВОЛИНСЬКА ТЕРИТОРІАЛЬНА організація,39402400,Волинська обл.,2022-09-30,3,2022
Акціонерний банк Південний,Рахунок для соціальних виплат,UA673282090000026040010004725,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ВОЛИНСЬКА ТЕРИТОРІАЛЬНА організація,39402400,Волинська обл.,2022-09-30,3,2022
"Акціонерний банк""Південний""",Поточний рахунок,UA103282090000026006000012415,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ХМЕЛЬНИЦЬКА ТЕРИТОРІАЛЬНА організація,39545645,Хмельницька обл.,2022-09-30,3,2022
"Акціонерний банк""Південний""",Поточний рахунок(для ФСС),UA553282090000026047000002354,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ХМЕЛЬНИЦЬКА ТЕРИТОРІАЛЬНА організація,39545645,Хмельницька обл.,2022-09-30,3,2022
АТ Укрексімбанк,спец рахунок фсс твп,UA533223130000026045000008600,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЗАПОРІЗЬКА ТЕРИТОРІАЛЬНА організація,39434317,Запорізька обл.,2022-09-30,3,2022
АТ Укрексімбанк,Поточний рахунок,UA523223130000026008000005026,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЗАПОРІЗЬКА ТЕРИТОРІАЛЬНА організація,39434317,Запорізька обл.,2022-09-30,3,2022
АБ Укргазбанк,Поточний рахунок,UA713204780000026004924902691,51520.14,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЗАПОРІЗЬКА ТЕРИТОРІАЛЬНА організація,39434317,Запорізька обл.,2022-09-30,3,2022
"АКЦІОНЕРНЕ ТОВАРИСТВО ""МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК""",Рахунок для отримання коштів з державного бюджету на фінансування статутної діяльності,UA393805820000026007030316815,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Центральний офіс,21715714,Україна,2022-09-30,3,2022
"АКЦІОНЕРНЕ ТОВАРИСТВО ""МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК""","Рахунок для отримання відшкодування витрат, пов'язаних з фінансуванням передвиборної агітації політичної партії",UA763805820000026008040316815,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Центральний офіс,21715714,Україна,2022-09-30,3,2022
"АКЦІОНЕРНЕ ТОВАРИСТВО ""МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК""",Поточний рахунок,UA023805820000026006020316815,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Центральний офіс,21715714,Україна,2022-09-30,3,2022
"АКЦІОНЕРНЕ ТОВАРИСТВО ""МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК""",Рахунок для соціальних виплат,UA223805820000026049010316815,1429.44,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Центральний офіс,21715714,Україна,2022-09-30,3,2022
"АКЦІОНЕРНЕ ТОВАРИСТВО ""МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК""",Рахунок для отримання коштів з державного бюджету на фінансування статутної діяльності,UA163805820000026009050316815,22956143.74,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Центральний офіс,21715714,Україна,2022-09-30,3,2022
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA853375460000026009055016910,1568.86,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,СУМСЬКА ТЕРИТОРІАЛЬНА організація,39587135,Сумська обл.,2022-06-30,2,2022
"АТ КБ ""ПРИВАТБАНК""",Рахунок для соцiальних виплат,UA353375460000026042055006794,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,СУМСЬКА ТЕРИТОРІАЛЬНА організація,39587135,Сумська обл.,2022-06-30,2,2022
