Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
"АТ КБ ""Приватбанк"" МФО 305299",поточний рахунок,UA433052990000026007050347236,243298.53,"Всеукраїнське обʼєднання ""Батьківщина""",Дніпропетровська Обласна Організація,25788756,Дніпропетровська область,2020-12-31,"1,2,3,4",2020
"ПАТ ""МТБ БАНК"", МФО 328168",поточний рахунок,UA833281680000000026004251221,1874.06,"Всеукраїнське обʼєднання ""Батьківщина""",Одеська Міська Організація,26133589,Одеська область,2020-12-31,"1,2,3,4",2020
"ПАТ ""МТБ Банк"" МФО 328168",поточний рахунок,UA833281680000000026000283851,262.52,"Всеукраїнське обʼєднання ""Батьківщина""",Одеська Обласна Організація,25433349,Одеська область,2020-12-31,"1,2,3,4",2020
"АТ ""Ощадбанк""",поточний рахунок,UA303563340000026005300496931,324873.41,"Всеукраїнське обʼєднання ""Батьківщина""",Чернівецька Обласна Організація,21436173,Чернівецька область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,UA923375460000026004055015693,236.29,"Всеукраїнське обʼєднання ""Батьківщина""",Охтирська Міська Організація,24016891,Сумська область,2020-12-31,"1,2,3,4",2020
"Філія Миколаївське ОУ АТ ""Ощадбанк"", код банку 326461",поточний рахунок,UA633264610000026005300824146,0,"Всеукраїнське обʼєднання ""Батьківщина""",Первомайська Районна Організація,36200653,Миколаївська область,2020-12-31,"1,2,3,4",2020
"Філія Львівське ОУ АТ ""Ощадбанк"", МФО 325796",поточний рахунок,UA503257960000026001300558013,0,"Всеукраїнське обʼєднання ""Батьківщина""",Перемишлянська Районна Організація,25258981,Львівська область,2020-12-31,"1,2,3,4",2020
"ПАТ ""Державний ощадний банк України""ТВБВ№10019/039 філія Тернопільське обласне управління, поточний рахунок UA 093385450000026002300631820",поточний рахунок,UA 093385450000026002300631820,0,"Всеукраїнське обʼєднання ""Батьківщина""",Підволочиська Районна Організація,25782110,Тернопільська область,2020-12-31,"1,2,3,4",2020
"ПАТ КБ ""Приватбанк""",поточний рахунок,UA043154050000026004052300441,0,"Всеукраїнське обʼєднання ""Батьківщина""",Полонська Районна Організація,25834901,Хмельницька область,2020-12-31,"1,2,3,4",2020
"ПАТ КБ ""Приватбанк""",поточний рахунок,UA563314010000026002300724001,-,"Всеукраїнське обʼєднання ""Батьківщина""",Полтавська Обласна Організація,25784681,Полтавська область,2020-12-31,"1,2,3,4",2020
"АТ ""Мегабанк""",поточний рахунок,UA373516290000000026007261695,143.94,"Всеукраїнське обʼєднання ""Батьківщина""",Полтавська Обласна Організація,25784681,Полтавська область,2020-12-31,"1,2,3,4",2020
"АТ ""Райффайзен Банк Аваль"" Попільнянське відділення",поточний рахунок,UA15 3808 0500 0000 0026 0095 4330 6,945.78,"Всеукраїнське обʼєднання ""Батьківщина""",Попільнянська Районна Організація,33864810,Житомирська область,2020-12-31,"1,2,3,4",2020
"АТ КБ""Приватбанк"",МФО 353586",поточний рахунок,UA523535860000026431051400466,0,"Всеукраїнське обʼєднання ""Батьківщина""",Прилуцька Районна Організація,25955384,Чернігівська область,2020-12-31,"1,2,3,4",2020
"ТВБВ №10013/0122 філія-ЛОУ АТ ""Ощадбанк"", МФО 325796,",поточний рахунок,UA073257960000026006300560460,0,"Всеукраїнське обʼєднання ""Батьківщина""",Пустомитівська Районна Організація,25253883,Львівська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,UA503375460000026004055024112,0,"Всеукраїнське обʼєднання ""Батьківщина""",Путивльська Районна Організація,24016230,Сумська область,2020-12-31,"1,2,3,4",2020
"ТВБВ№10013/0106 філії Львівського обласного управління АТ ""Ощадбанк""",поточний рахунок,UA343257960000026006300560459,0,"Всеукраїнське обʼєднання ""Батьківщина""",Радехівська Районна Організація,25259791,Львівська область,2020-12-31,"1,2,3,4",2020
"АБ ""Украгазбанк""",поточний рахунок,UA143204780000026004924430260,3178,"Всеукраїнське обʼєднання ""Батьківщина""",Радомишльська Районна Організація,26061737,Житомирська область,2020-12-31,"1,2,3,4",2020
Філія Рівненське ОУ АТ Ощадбанк м.Рівне,поточний рахунок,UA413333680000026004301975917,483819.31,"Всеукраїнське обʼєднання ""Батьківщина""",Рівненська Обласна Організація,25797672,Рівненська область,2020-12-31,"1,2,3,4",2020
"ПАТ КБ «Приватбанк» код 352479 
",поточний рахунок, UA283524790000026007052200724,615,"Всеукраїнське обʼєднання ""Батьківщина""",Херсонська Міська Організація,25801563,Херсонська область,2020-12-31,"1,2,3,4",2020
"АТ КБ «Приватбанк» код 352479 
",поточний рахунок, UA403524790000026006052233134,0,"Всеукраїнське обʼєднання ""Батьківщина""",Каланчацька Районна Організація,25929719,Херсонська область,2020-12-31,"1,2,3,4",2020
"ПАО КБ ""Приватбанк"" код банка 352479",поточний рахунок,UA273524790000026007052205592,420484.7,"Всеукраїнське обʼєднання ""Батьківщина""",Херсонська Обласна Організація,25801864,Херсонська область,2020-12-31,"1,2,3,4",2020
"ПАТ КБ «Приватбанк» код 352479 
",поточний рахунок, UA053524790000026009052222410,0,"Всеукраїнське обʼєднання ""Батьківщина""",Новотроїцька Районна Організація,25929748,Херсонська область,2020-12-31,"1,2,3,4",2020
"ПАТ КБ «Приватбанк» код 352479 
",поточний рахунок, UA583524790000026001052225705,0,"Всеукраїнське обʼєднання ""Батьківщина""",Скадовська Районна Організація,33271798,Херсонська область,2020-12-31,"1,2,3,4",2020
"ПАТ КБ ""Приватбанк""",поточний рахунок,UA823034400000026006055512381,0,"Всеукраїнське обʼєднання ""Батьківщина""",Рожищенська Районна Організація,25909970,Волинська область,2020-12-31,"1,2,3,4",2020
"ПАТ КБ ""Приватбанк"" МФО- 321842,ЕДРПОУ-26078651",поточний рахунок,UA953218420000026009053160853,43.7,"Всеукраїнське обʼєднання ""Батьківщина""",Рокитнянська Районна Організація,26078651,Київська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,UA673375460000026006055045854,0,"Всеукраїнське обʼєднання ""Батьківщина""",Роменська Районна Організація,35187129,Сумська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,UA933375460000026002055023018,0,"Всеукраїнське обʼєднання ""Батьківщина""",Роменська Міська Організація,24015986,Сумська область,2020-12-31,"1,2,3,4",2020
"Філія-Житомирське обласне управління АТ ""Ощадбанк""",поточний рахунок,UA 323116470000026008300968964,323.36,"Всеукраїнське обʼєднання ""Батьківщина""",Ружинська Районна Організація,25924290,Житомирська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,UA233375460000026004055043513,0,"Всеукраїнське обʼєднання ""Батьківщина""",Cередино-Будська Районна Організація,24015928,Сумська область,2020-12-31,"1,2,3,4",2020
"ТВБВ №10013/0215 філії ЛОУ АТ""Ощадбанк"", МФО 325796",поточний рахунок,UA253257960000026002300562309,100.22,"Всеукраїнське обʼєднання ""Батьківщина""",Самбірська Міська Організація,33865132,Львівська область,2020-12-31,"1,2,3,4",2020
"ТВБВ №10013/0215,філії Львівського обласного управління АТ ""Ощадбанк"",МФО 325796",поточний рахунок,UA483257960000026001300554169,119.78,"Всеукраїнське обʼєднання ""Батьківщина""",Самбірська Районна Організація,33408061,Львівська область,2020-12-31,"1,2,3,4",2020
"Філія - Рівненське обласне управління АТ ""Ощадбанк""",поточний рахунок,UA63333680000000 260063012594,408.09,"Всеукраїнське обʼєднання ""Батьківщина""",Сарненська Районна Організація,25930355,Рівненська область,2020-12-31,"1,2,3,4",2020
"ПАТ КБ ""Приватбанк""",поточний рахунок,UA803047950000026000053722828,58,"Всеукраїнське обʼєднання ""Батьківщина""",Сєвєродонецька Міська Організація,37218546,Луганська область,2020-12-31,"1,2,3,4",2020
"ТВБВ №10013/03 філії Львівського обласного управління АТ «Ощадбанк», МФО 325796",поточний рахунок,UA 773257960000026009300560553,0,"Всеукраїнське обʼєднання ""Батьківщина""",Сихівська Районна Організація,26307138,Львівська область,2020-12-31,"1,2,3,4",2020
"ПАТ КБ ""Приватбанк""",поточний рахунок,UA193218420000026005053153239,0,"Всеукраїнське обʼєднання ""Батьківщина""",Сквирська Районна Організація,25950665,Київська область,2020-12-31,"1,2,3,4",2020
"ТВБВ №10013/0179 філії - ЛОУ АТ ""Ощадбанк"", МФО 325796",поточний рахунок,UA223257960000026002300562848,475.89,"Всеукраїнське обʼєднання ""Батьківщина""",Сколівська Районна Організація,25257125,Львівська область,2020-12-31,"1,2,3,4",2020
ПАТ КБ «Приватбанк»,поточний рахунок,UA 203154050000026006052303480,0,"Всеукраїнське обʼєднання ""Батьківщина""",Славутська Районна Організація,25889581,Хмельницька область,2020-12-31,"1,2,3,4",2020
"ПАТ КБ ""Приватбанк"", код банку 326610",поточний рахунок,UA743266100000026008053238319,0,"Всеукраїнське обʼєднання ""Батьківщина""",Снігурівська Районна Організація,26029202,Миколаївська область,2020-12-31,"1,2,3,4",2020
"ПАТ КБ ""Приватбанк""",поточний рахунок,UA083366770000026007052532962,882.88,"Всеукраїнське обʼєднання ""Батьківщина""",Снятинська Районна Організація,33820039,Івано-Франківська область,2020-12-31,"1,2,3,4",2020
"Філія Львівське ОУ АТ «Ощадбанк», МФО 325796",поточний рахунок,UA463257960000026003300165846,179.23,"Всеукраїнське обʼєднання ""Батьківщина""",Сокальська Районна Організація,25257579,Львівська область,2020-12-31,"1,2,3,4",2020
"ПАТ КБ «Приватбанк» (ЄДРПОУ 14360570 Київська філія, МФО 321842)",поточний рахунок,UA403218420000026004053170161,64,"Всеукраїнське обʼєднання ""Батьківщина""",Ставищенська Районна Організація,26078716,Київська область,2020-12-31,"1,2,3,4",2020
"ПАТ АКЦІОНЕРНИЙ БАНК ""Украгазбанк""",поточний рахунок,UA743204780000026007924857721,0.8,"Всеукраїнське обʼєднання ""Батьківщина""",Старобільська Районна Організація,34962307,Луганська область,2020-12-31,"1,2,3,4",2020
"ПАТ КБ ""Приватбанк""",поточний рахунок,UA823154050000026005052424133,0,"Всеукраїнське обʼєднання ""Батьківщина""",Старокостянтинівська Міська Організація,25834673,Хмельницька область,2020-12-31,"1,2,3,4",2020
"ПАТ КБ ""Приватбанк""",поточний рахунок,UA 663154050000026001052301852,0,"Всеукраїнське обʼєднання ""Батьківщина""",Старокостянтинівська Районна Організація,25834663,Хмельницька область,2020-12-31,"1,2,3,4",2020
"ТВБВ 10013/030 Філії-Львівського обласного управління АТ ""Ощадбанк"",МФО325796",поточний рахунок,UA463257960000026004300570593,0,"Всеукраїнське обʼєднання ""Батьківщина""",Старосамбірська Районна Організація,25261339,Львівська область,2020-12-31,"1,2,3,4",2020
"ПАТ ""Кредобанк"", МФО 325365",поточний рахунок,UA503253650000000260010001900,238,"Всеукраїнське обʼєднання ""Батьківщина""",Стебницька Міська Організація,33914865,Львівська область,2020-12-31,"1,2,3,4",2020
"ТВБВ № 10013/0188 філії - Львівське обласне упрвління АТ ""Ощадбанк"", МФО 325796",поточний рахунок,UA263257960000026002300558023,227.58,"Всеукраїнське обʼєднання ""Батьківщина""",Стрийська Міська Організація,25254014,Львівська область,2020-12-31,"1,2,3,4",2020
"ТВБВ № 10013/0188 філії -ЛОУ АТ ""Ощадбанк"", МФО 325796",поточний рахунок,UA643257960000026006300560404,269.04,"Всеукраїнське обʼєднання ""Батьківщина""",Стрийська Районна Організація,26127011,Львівська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,UA813375460000026002055019839,153.47,"Всеукраїнське обʼєднання ""Батьківщина""",Сумська Міська Організація,24016224,Сумська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,UA593375460000026009055022131,2328.15,"Всеукраїнське обʼєднання ""Батьківщина""",Сумська Обласна Організація,24011118,Сумська область,2020-12-31,"1,2,3,4",2020
Філія АТ «Укрексімбанк» у м. Сумах,поточний рахунок,UA473223130000026004000045604,362323.41,"Всеукраїнське обʼєднання ""Батьківщина""",Сумська Обласна Організація,24011118,Сумська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,UA723375460000026000055019972,153.47,"Всеукраїнське обʼєднання ""Батьківщина""",Сумська Районна Організація,36234682,Сумська область,2020-12-31,"1,2,3,4",2020
"ПАТ «Державний ощадний банк України», територіально відокремлене безбалансове відділення №10026/0649 філії Головного управління по м. Києву та Київській області",поточний рахунок,UA213226690000026008300277970,1104.94,"Всеукраїнське обʼєднання ""Батьківщина""",Таращанська Районна Організація,25822878,Київська область,2020-12-31,"1,2,3,4",2020
Хмельницька філія ПАТ КБ «Приватбанк»,поточний рахунок,UA483154050000026000052404545,0,"Всеукраїнське обʼєднання ""Батьківщина""",Теофіпольська Районна Організація,25834657,Хмельницька область,2020-12-31,"1,2,3,4",2020
"ПАТ КБ ""Приватбанк"":IBAN UA623387830000026007055117807 ; МФО338783",поточний рахунок,UA623387830000026007055117807,0,"Всеукраїнське обʼєднання ""Батьківщина""",Тернопільська Міська Організація,25888021,Тернопільська область,2020-12-31,"1,2,3,4",2020
"ПАТ ""Райффайзен Банк Аваль""",поточний рахунок,UA 203808050000000026005209741,153176.59,"Всеукраїнське обʼєднання ""Батьківщина""",Тернопільська Обласна Організація,25781561,Тернопільська область,2020-12-31,"1,2,3,4",2020
"ПАТ ""Райффайзен Банк Аваль""",поточний рахунок,UA783808050000000002604868654,461.58,"Всеукраїнське обʼєднання ""Батьківщина""",Тернопільська Обласна Організація,25781561,Тернопільська область,2020-12-31,"1,2,3,4",2020
"ПАТ КБ ""Приват банк"" ЄДРПОУ 14360570, код банку 321842",поточний рахунок,UA393218420000026004053161352,1658.26,"Всеукраїнське обʼєднання ""Батьківщина""",Тетіївська Районна Організація,36178843,Київська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,UA143375460000026004055024372,0,"Всеукраїнське обʼєднання ""Батьківщина""",Тростянецька Районна Організація,24015905,Сумська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк"", МФО 325321",поточний рахунок,UA493253210000026007053724085,0,"Всеукраїнське обʼєднання ""Батьківщина""",Трускавецька Міська Організація,25255149,Львівська область,2020-12-31,"1,2,3,4",2020
"Філія Львівського обласного управління Ощадного банку Турківського ТВБВ №10013/021, МФО 325796",поточний рахунок,UA333257960000000260033012203,0,"Всеукраїнське обʼєднання ""Батьківщина""",Турківська Районна Організація,25259806,Львівська область,2020-12-31,"1,2,3,4",2020
"ПАТ КБ ""Приватбанк""",поточний рахунок,UA123218420000026009053006274,0,"Всеукраїнське обʼєднання ""Батьківщина""",Фастівська Районна Організація,26078703,Київська область,2020-12-31,"1,2,3,4",2020
"ТВБВ №10013/03 філії ЛОУ АТ ""Ощадбанк"", МФО 325796",поточний рахунок,UA 653257960000026008300566138,0,"Всеукраїнське обʼєднання ""Батьківщина""",Франківська Районна Організація,25257220,Львівська область,2020-12-31,"1,2,3,4",2020
"ТВБВ №10013/03 філії ЛОУ АТ ""Ощадбанк"", МФО 325796",поточний рахунок,UA 653257960000026008300566138,0,"Всеукраїнське обʼєднання ""Батьківщина""",Франківська Районна Організація,25257220,Львівська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,UA843154050000026002052308575,144699.12,"Всеукраїнське обʼєднання ""Батьківщина""",Хмельницька Обласна Організація,22777686,Хмельницька область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,UA433154050000026007052317000,0,"Всеукраїнське обʼєднання ""Батьківщина""",Хмельницька Міська Організація,25879370,Хмельницька область,2020-12-31,"1,2,3,4",2020
"АТ ""Ощадбанк""",поточний рахунок,UA543157840000026005300528092,0,"Всеукраїнське обʼєднання ""Батьківщина""",Хмельницька Міська Організація,25879370,Хмельницька область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,UA 303154050000026007052308213,0,"Всеукраїнське обʼєднання ""Батьківщина""",Хмельницька Районна Організація,25834870,Хмельницька область,2020-12-31,"1,2,3,4",2020
"Філія-Житомирське обласне управління АТ""Ощадбанк""",поточний рахунок,UA673116470000026006300956859,,"Всеукраїнське обʼєднання ""Батьківщина""",Хорошівська Районна Організація,33920203,Житомирська область,2020-12-31,"1,2,3,4",2020
"ТВБВ 10013/0138 Філія ЛОУ АТ«Ощадбанк», МФО 325796",поточний рахунок,UA643257960000026001300585503,0,"Всеукраїнське обʼєднання ""Батьківщина""",Червоноградська Міська Організація,25262652,Львівська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,UA783543470000026001051524483,160.38,"Всеукраїнське обʼєднання ""Батьківщина""",Черкаська Міська Організація,25947918,Черкаська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,UA733543470000026009051544283,,"Всеукраїнське обʼєднання ""Батьківщина""",Черкаська Міська Організація,25947918,Черкаська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,UA773543470000035700051532392,,"Всеукраїнське обʼєднання ""Батьківщина""",Черкаська Міська Організація,25947918,Черкаська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,UA423052990000026008011605808,,"Всеукраїнське обʼєднання ""Батьківщина""",Черкаська Міська Організація,25947918,Черкаська область,2020-12-31,"1,2,3,4",2020
"ПАТ КБ ""Приватбанк"", МФО 305299",поточний рахунок,UA683052990000026009050016918,0,"Всеукраїнське обʼєднання ""Батьківщина""",Чернігівська Обласна Організація,25785516,Чернігівська область,2020-12-31,"1,2,3,4",2020
"філія-Чернігівське обласне управління АТ""Ощадбанк""",поточний рахунок,UA833535530000026430500139866,0,"Всеукраїнське обʼєднання ""Батьківщина""",Чернігівська Районна Організація,25851225,Чернігівська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,UA933052990000026008001609137,9371.33,"Всеукраїнське обʼєднання ""Батьківщина""",Черкаська Обласна Організація,25770087,Черкаська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,UA723052990000026076001600704,,"Всеукраїнське обʼєднання ""Батьківщина""",Черкаська Обласна Організація,25770087,Черкаська область,2020-12-31,"1,2,3,4",2020
"Політична партія ЧЕРКАСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПАРТІЇ ""ВСЕУКРАЇНСЬКЕ ОБ""ЄДНАННЯ ""БАТЬКІВЩИНА""",поточний рахунок,UA283052990000026075021600699,,"Всеукраїнське обʼєднання ""Батьківщина""",Черкаська Обласна Організація,25770087,Черкаська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,UA823543470000020688051569544,,"Всеукраїнське обʼєднання ""Батьківщина""",Черкаська Обласна Організація,25770087,Черкаська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,UA933052990000026008001609137,,"Всеукраїнське обʼєднання ""Батьківщина""",Черкаська Обласна Організація,25770087,Черкаська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,"UA573052990000020633031602575,",,"Всеукраїнське обʼєднання ""Батьківщина""",Черкаська Обласна Організація,25770087,Черкаська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,"UA333052990000020682021602484,",,"Всеукраїнське обʼєднання ""Батьківщина""",Черкаська Обласна Організація,25770087,Черкаська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,UA523543470000035707051540558,,"Всеукраїнське обʼєднання ""Батьківщина""",Черкаська Обласна Організація,25770087,Черкаська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,"UA713052990000020687021601242,",,"Всеукраїнське обʼєднання ""Батьківщина""",Черкаська Обласна Організація,25770087,Черкаська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,UA603543470000026003051521053,,"Всеукраїнське обʼєднання ""Батьківщина""",Черкаська Обласна Організація,25770087,Черкаська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,"UA643052990000029096021606947,",,"Всеукраїнське обʼєднання ""Батьківщина""",Черкаська Обласна Організація,25770087,Черкаська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,UA093543470000020637051516429,,"Всеукраїнське обʼєднання ""Батьківщина""",Черкаська Обласна Організація,25770087,Черкаська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,UA183543470000026076051552792,,"Всеукраїнське обʼєднання ""Батьківщина""",Черкаська Обласна Організація,25770087,Черкаська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,UA143543470000026077051543324,,"Всеукраїнське обʼєднання ""Батьківщина""",Черкаська Обласна Організація,25770087,Черкаська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,UA043543470000029093051601980,,"Всеукраїнське обʼєднання ""Батьківщина""",Черкаська Обласна Організація,25770087,Черкаська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,"UA163052990000035707021602451,",,"Всеукраїнське обʼєднання ""Батьківщина""",Черкаська Обласна Організація,25770087,Черкаська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,UA733543470000020681051538710,,"Всеукраїнське обʼєднання ""Батьківщина""",Черкаська Обласна Організація,25770087,Черкаська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,"UA193052990000026421021600834,",,"Всеукраїнське обʼєднання ""Батьківщина""",Черкаська Обласна Організація,25770087,Черкаська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,"UA243052990000026428031600333,",,"Всеукраїнське обʼєднання ""Батьківщина""",Черкаська Обласна Організація,25770087,Черкаська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,UA093543470000026422051500644,,"Всеукраїнське обʼєднання ""Батьківщина""",Черкаська Обласна Організація,25770087,Черкаська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,"UA073052990000026422001600392,",,"Всеукраїнське обʼєднання ""Батьківщина""",Черкаська Обласна Організація,25770087,Черкаська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,"UA623052990000026422021600026,",,"Всеукраїнське обʼєднання ""Батьківщина""",Черкаська Обласна Організація,25770087,Черкаська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,"UA313052990000026422011600757,",,"Всеукраїнське обʼєднання ""Батьківщина""",Черкаська Обласна Організація,25770087,Черкаська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,"UA383052990000026426021600419,",,"Всеукраїнське обʼєднання ""Батьківщина""",Черкаська Обласна Організація,25770087,Черкаська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,"UA683052990000026422021600888,",,"Всеукраїнське обʼєднання ""Батьківщина""",Черкаська Обласна Організація,25770087,Черкаська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,"UA283052990000026423001600562,",,"Всеукраїнське обʼєднання ""Батьківщина""",Черкаська Обласна Організація,25770087,Черкаська область,2020-12-31,"1,2,3,4",2020
"ТВБВ№10005/053 Філія-Житомирське обласне управління АТ""Ощадбанк""",поточний рахунок,UA403116470000026004300949556,56.09,"Всеукраїнське обʼєднання ""Батьківщина""",Чуднівська Районна Організація,33811794,Житомирська область,2020-12-31,"1,2,3,4",2020
"ТВБВ№10013/0343 філії ЛОУ АТ ""Ощадбанк"", МФО 325796",поточний рахунок,UA733257960000026007300564670,0,"Всеукраїнське обʼєднання ""Батьківщина""",Шевченківська Районна Організація,25256717,Львівська область,2020-12-31,"1,2,3,4",2020
АТ КБ «Приватбанк»,поточний рахунок,UA903154050000026003052405336,0,"Всеукраїнське обʼєднання ""Батьківщина""",Шепетівська Міська Організація,25993226,Хмельницька область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,UA173375460000026000055023775,0,"Всеукраїнське обʼєднання ""Батьківщина""",Шосткинська Міська Організація,24015880,Сумська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,UA033375460000026009055046128,0,"Всеукраїнське обʼєднання ""Батьківщина""",Шосткинська Районна Організація,24016322,Сумська область,2020-12-31,"1,2,3,4",2020
"ТВБВ № 10013/0276 філії ЛОУ АТ ""Ощадбанк"" , МФО 325796",поточний рахунок,UA573257960000026006300564507,54.63,"Всеукраїнське обʼєднання ""Батьківщина""",Яворівська Районна Організація,25258975,Львівська область,2020-12-31,"1,2,3,4",2020
"ПАТ""Державний ощадний банк України""",поточний рахунок,UA623226690000026000300390509,0,"Всеукраїнське обʼєднання ""Батьківщина""",Яготинська Районна Організація,25951156,Київська область,2020-12-31,"1,2,3,4",2020
"ПАТ КБ ""Приватбанк""",поточний рахунок, UA 663154050000026001052314656,0,"Всеукраїнське обʼєднання ""Батьківщина""",Ярмолинецька Районна Організація,25834150,Хмельницька область,2020-12-31,"1,2,3,4",2020
"АТ ""Мегабанк""",поточний рахунок,UA 213516290000000026004261773,1573.85,"Всеукраїнське обʼєднання ""Батьківщина""",Печерська Районна Організація,21715915,Київська область,2020-12-31,"1,2,3,4",2020
"АТ ""Мегабанк""",поточний рахунок,UA703516290000000026007261877,0,"Всеукраїнське обʼєднання ""Батьківщина""",Подільська Районна Організація,21715393,Київська область,2020-12-31,"1,2,3,4",2020
"АТ ""АБ ""Радбанк""",поточний рахунок,UA033065000000026005300003182,0,"Всеукраїнське обʼєднання ""Батьківщина""",Шевченківська Районна Організація,21715980,Київська область,2020-12-31,"1,2,3,4",2020
АТ КБ Приватбанк,поточний рахунок,UA873047950000026006053726475,0,"Всеукраїнське обʼєднання ""Батьківщина""",Новоайдарська Районна Організація,36836900,Луганська область,2020-12-31,"1,2,3,4",2020
"АТ ""Мегабанк""",поточний рахунок,UA24351620000000002600401255,655005.41,"Всеукраїнське обʼєднання ""Батьківщина""",Вінницька Обласна Організація ,25511109,Вінницька область,2020-12-31,"1,2,3,4",2020
АТ «Райффайзен Банк Аваль»,поточний рахунок, UA493808050000000026009378667,272.677,"Всеукраїнське обʼєднання ""Батьківщина""",Харківська Обласна Організація ,25792203,Харківська область,2020-12-31,"1,2,3,4",2020
"АТ «КБ «ГЛОБУС»,",поточний рахунок,UA493805260000002600400123832,0,"Всеукраїнське обʼєднання ""Батьківщина""",Запорізька Обласна Організація ,25766789,Запорізька область,2020-12-31,"1,2,3,4",2020
"АТКБ ""Приватбанк""",поточний рахунок,UA55313399000002642000200978,0,"Всеукраїнське обʼєднання ""Батьківщина""",Запорізька Обласна Організація ,25766789,Запорізька область,2020-12-31,"1,2,3,4",2020
"Ощадбанк, Миколаївське обласне управління ТВБВ №10014/0109, код банку 326461",поточний рахунок,UA923264610000026005300825758,0,"Всеукраїнське обʼєднання ""Батьківщина""",Арбузинська Районна Організація ,23624698,Миколаївська область,2020-12-31,"1,2,3,4",2020
АТ КБ Приватбанк смт.Баранівка,поточний рахунок,UA683117440000026007055806573,-,"Всеукраїнське обʼєднання ""Батьківщина""",Баранівська Районна Організація ,33265812,Житомирська область,2020-12-31,"1,2,3,4",2020
